id,Hue,Sat,Lum,sdHue,sdSat,sdBright,Entropy,ED
p1s00240.jpg,-2.774861197,0.193154917,0.485370724,0.805304923,0.109862862,0.170697567,7.275341637,0.103426107
p1s00241.jpg,0.894383,0.175961689,0.618959023,0.965614495,0.171980959,0.270308261,7.563569229,0.110758464
p1s00242.jpg,0.908762297,0.164522937,0.421214614,0.962737058,0.135808395,0.170141676,7.337167442,0.120086263
p1s00243.jpg,1.217885603,0.247856967,0.520038884,1.130108151,0.230850543,0.236945497,7.603462438,0.127602539
p1s00244.jpg,0.810702029,0.191370254,0.427430517,0.845505877,0.133219023,0.164435986,7.191771531,0.088102214
p1s00245.jpg,2.748294006,0.300084005,0.636317951,2.562635292,0.2170973,0.249712244,7.443282986,0.087026367
p1s00246.jpg,2.982174431,0.281296594,0.422259983,2.241201505,0.156446013,0.180106392,7.05807388,0.096425781
p1s00247.jpg,1.272822059,0.283497606,0.638567415,2.331558593,0.197335074,0.24598362,7.506105888,0.090029297
p1s00248.jpg,0.441354799,0.298674518,0.38651897,1.845649954,0.168156025,0.127590207,6.623248998,0.101362305
p1s00249.jpg,0.414698019,0.21906498,0.697041884,1.043593074,0.18437126,0.263978211,7.573770729,0.093139648
p1s00250.jpg,-2.087934447,0.324143459,0.367910846,1.170315663,0.177190526,0.201185403,7.116979223,0.105996094
p1s00251.jpg,-0.253592446,0.237338435,0.461448504,1.292257522,0.192533935,0.206920513,7.341522775,0.107563477
p1s00252.jpg,0.551994473,0.270842639,0.539696717,0.58645117,0.156814925,0.238698145,7.468838718,0.110621745
p1s00253.jpg,0.959948376,0.253574591,0.566726077,0.796115011,0.201863747,0.274443894,7.707340949,0.127823893
p1s00254.jpg,0.134852935,0.246412252,0.459563764,1.486034921,0.165041481,0.192507365,7.134487329,0.104692383
p1s00255.jpg,0.994917107,0.237948811,0.588692849,0.947236048,0.209252403,0.283242642,7.627005516,0.122293294
p1s00256.jpg,0.102305368,0.234947533,0.496271089,1.691701307,0.152429938,0.203764576,7.392649415,0.098660482
p1s00257.jpg,2.049052746,0.215790328,0.657759944,2.059249987,0.174862844,0.263720956,7.676236283,0.112827148
p1s00258.jpg,0.017715448,0.193086135,0.493493158,1.510698135,0.152992578,0.227881677,7.501878614,0.122561849
p1s00259.jpg,0.311297651,0.220573639,0.456177479,0.814375555,0.158171816,0.170511055,7.305582112,0.104039714
p1s00260.jpg,-0.024967133,0.205152431,0.378146152,1.698765558,0.152828424,0.166536736,7.138584,0.096315104
p1s00261.jpg,1.667271208,0.298841343,0.516916067,1.987407538,0.206022996,0.274801973,7.682669382,0.101544596
p1s00262.jpg,1.347539411,0.274106576,0.411236609,1.752190056,0.170528368,0.227418748,7.563106172,0.103359375
p1s00263.jpg,1.567513567,0.304286148,0.469577117,1.619602933,0.20733802,0.268816398,7.503264461,0.094982096
p1s00264.jpg,1.238120043,0.299343567,0.434318525,1.148281947,0.203074151,0.255513867,7.668822381,0.110519206
p1s00265.jpg,1.490050895,0.221165066,0.547994664,1.517720351,0.168587625,0.208920413,7.634408745,0.108491211
p1s00266.jpg,1.056748222,0.22473718,0.503237337,1.286177109,0.147150198,0.187892226,7.383920225,0.102356771
p1s00267.jpg,1.801574605,0.18037768,0.583730328,1.797261376,0.132517512,0.228031816,7.703669933,0.104703776
p1s00268.jpg,0.909560553,0.208798642,0.512398131,1.300341241,0.150556523,0.181989256,7.379935743,0.101682943
p1s00269.jpg,1.872105714,0.131582924,0.622480213,1.974179363,0.135606489,0.28923273,7.747703562,0.09175944
p1s00270.jpg,0.589710417,0.245883045,0.62096192,1.401658703,0.200389113,0.186028529,7.47555444,0.106404622
p1s00271.jpg,1.667253631,0.160006533,0.604387778,2.134570397,0.165081779,0.29391832,7.709824603,0.088556315
p1s00272.jpg,2.787847439,0.128798775,0.653549352,1.708634814,0.105194298,0.209946358,7.309952451,0.083339844
p1s00273.jpg,1.640342677,0.316276798,0.426470958,1.302099146,0.245507268,0.170999497,7.410391272,0.142612305
p1s00274.jpg,0.894998311,0.298307919,0.648102877,0.621792404,0.222050981,0.217614372,7.595285049,0.142633464
p1s00275.jpg,2.362001922,0.241654869,0.524884919,2.0654483,0.178583044,0.317145685,7.868725208,0.098025716
p1s00276.jpg,0.688431935,0.340687924,0.702068257,1.232392911,0.181643919,0.221327237,7.448022154,0.111601563
p1s00277.jpg,0.171726533,0.149118618,0.603875179,1.833639278,0.169167878,0.260444019,7.584110133,0.093250326
p1s00278.jpg,0.535473287,0.123209003,0.606238728,1.560193097,0.118244687,0.2295308,7.574439223,0.09703776
p1s00279.jpg,0.36346685,0.126534948,0.584328061,1.967388992,0.129062943,0.21675262,7.57336486,0.111985677
p1s00280.jpg,0.448157066,0.121283351,0.490853618,1.374867918,0.10110343,0.217994184,7.460867073,0.095032552
p1s00281.jpg,-1.625527605,0.105276055,0.595632608,1.844819826,0.111073636,0.157746037,6.595560168,0.095301107
p1s00282.jpg,-3.136512322,0.156433072,0.513889655,1.591391299,0.134646118,0.162619702,7.305957416,0.108111979
p1s00283.jpg,-1.547881426,0.067346825,0.611581687,1.994259305,0.081071041,0.157333467,6.562041117,0.090112305
p1s00284.jpg,-2.617304314,0.149091043,0.52637066,0.985636329,0.124981715,0.194128664,7.629383828,0.11163737
p1s00285.jpg,2.519779445,0.090290675,0.548195032,2.402256125,0.094131722,0.185777481,7.268923196,0.075655924
p1s00286.jpg,0.951009328,0.12443353,0.537232167,2.167552034,0.112571215,0.193753885,7.337749467,0.078961589
p1s00287.jpg,-0.26986955,0.099034629,0.549005451,2.241948279,0.100959765,0.180743159,7.075511152,0.073819987
p1s00288.jpg,1.615635401,0.101391364,0.497052122,1.980954075,0.095481304,0.194192153,7.064923573,0.084418945
p1s00289.jpg,0.538266368,0.274528031,0.537942632,0.647992343,0.16729733,0.187230851,6.722030351,0.100299479
p1s00290.jpg,0.533736773,0.234518066,0.544547245,0.96668502,0.182134427,0.2127738,7.370837769,0.097278646
p1s00291.jpg,0.526431293,0.22672898,0.525723754,0.844143638,0.145118293,0.190196045,6.976885658,0.101805013
p1s00292.jpg,0.426796924,0.202391399,0.564824563,1.202695193,0.168605301,0.211012782,7.378388592,0.091411133
p1s00293.jpg,0.224149156,0.176194799,0.602314287,1.297533725,0.165878491,0.244492312,7.174584872,0.087776693
p1s00294.jpg,0.186958725,0.142143162,0.609984592,1.345943222,0.149509888,0.248566368,7.304039012,0.092954102
p1s00295.jpg,0.337893457,0.175267536,0.63645504,1.403655481,0.19667109,0.255571492,7.317254735,0.081144206
p1s00296.jpg,0.32791246,0.204596963,0.492738307,1.623592467,0.205696956,0.257156016,7.755376198,0.088613281
p1s00297.jpg,0.992607996,0.174414693,0.626309475,1.60791587,0.188417531,0.228335871,7.594951928,0.101233724
p1s00298.jpg,0.725228276,0.122106692,0.61434749,1.471036439,0.115449701,0.214247362,7.308940685,0.086827799
p1s00299.jpg,-2.173255363,0.207179548,0.548315628,1.489680713,0.139901563,0.269205098,7.488852509,0.095533854
p1s00300.jpg,1.313716344,0.273728099,0.562691534,1.465016512,0.188451721,0.250517331,7.644073848,0.11112793
p1s00301.jpg,0.922228103,0.328373138,0.653897838,1.889827732,0.238505572,0.202981103,7.34462757,0.089938151
p1s00302.jpg,2.307046853,0.252789237,0.622843342,1.872543477,0.153787567,0.273063352,7.639332772,0.10995931
p1s00303.jpg,0.932477963,0.321426478,0.667272901,1.889210399,0.242740879,0.200545102,7.332987799,0.089199219
p1s00304.jpg,2.094865003,0.256748329,0.568561811,1.837677876,0.159703483,0.276941222,7.757843232,0.117698568
p1s00305.jpg,1.491860502,0.278062339,0.569148335,1.753888971,0.177380101,0.223571526,7.560585218,0.109195964
p1s00306.jpg,2.04698714,0.245260405,0.444352826,1.600015903,0.177930081,0.22044987,7.441087561,0.126386719
p1s00307.jpg,-1.846793905,0.283192818,0.605285246,2.276653488,0.171399006,0.21524531,7.451453095,0.08702474
p1s00308.jpg,1.640918395,0.282925246,0.490709252,1.620057171,0.151339333,0.228856506,7.43725437,0.105638021
p1s00309.jpg,1.166716998,0.347729881,0.513553309,0.920186913,0.26489042,0.2523642,7.823422514,0.143258464
p1s00310.jpg,2.511072096,0.262010087,0.737852239,2.200162745,0.2041781,0.262227894,6.956237297,0.096066081
p1s00311.jpg,0.975708005,0.281438977,0.726823644,1.637693656,0.205730991,0.226812879,7.360346455,0.104303385
p1s00312.jpg,0.669072402,0.263790212,0.719256983,2.112062563,0.177681025,0.271241337,6.761918193,0.103056641
p1s00313.jpg,1.515981842,0.287377677,0.764206176,1.753818737,0.214145547,0.225791955,6.947976398,0.091533203
p1s00314.jpg,1.198156041,0.311685229,0.610753638,1.509558694,0.224341023,0.27957491,7.65251633,0.099165039
p1s00315.jpg,2.166564647,0.28917489,0.485396229,2.274806084,0.181824247,0.260513672,7.727621471,0.100239258
p1s00316.jpg,1.462940621,0.2390709,0.547598524,2.138212427,0.141964885,0.250049834,7.702334623,0.086437174
p1s00317.jpg,2.602036416,0.266709907,0.69876994,1.738001971,0.157382181,0.244353955,7.616754681,0.08081543
p1s00318.jpg,3.026129475,0.243158097,0.581955793,1.85782537,0.20106388,0.28597796,7.465842427,0.10735026
p1s00319.jpg,-0.209386105,0.281497552,0.460747268,2.134505024,0.173219295,0.235613312,7.591033182,0.108173828
p1s00320.jpg,0.806932216,0.300654181,0.610529373,1.793432122,0.172039434,0.24641029,7.437593499,0.096171875
p1s00321.jpg,0.729811054,0.189886593,0.488031582,1.186992401,0.138287942,0.199612723,7.427144702,0.115291341
p1s00322.jpg,-0.305235339,0.259530631,0.648641199,2.558375989,0.175310226,0.253842655,7.474051068,0.085052083
p1s00323.jpg,1.220018593,0.246364478,0.598831597,1.482281678,0.170098343,0.228343335,7.422846216,0.102387695
p1s00324.jpg,-0.557169894,0.228218038,0.665535935,2.723927609,0.152617676,0.246545908,7.530310903,0.082783203
p1s00325.jpg,1.233255025,0.395006718,0.455184743,0.752499126,0.284416579,0.241836873,7.760031929,0.139378255
p1s00326.jpg,1.988447347,0.242692751,0.696302709,1.924326598,0.19354029,0.244822029,7.489120564,0.109785156
p1s00327.jpg,1.17497028,0.355968939,0.735970844,1.920016249,0.20798034,0.244774222,7.399018769,0.106837565
p1s00328.jpg,-3.049737629,0.227615121,0.670659275,2.236764778,0.165459385,0.288482474,7.405807718,0.086764323
p1s00329.jpg,-2.877407089,0.299086308,0.759560521,1.778200576,0.166974796,0.228625988,7.285018491,0.087988281
p1s00330.jpg,-2.928510935,0.336900287,0.555348192,1.202910726,0.257151028,0.250034417,7.643903097,0.085159505
p1s00331.jpg,1.900852754,0.403817809,0.810186377,1.875363602,0.199211508,0.174293704,7.104675472,0.096181641
p1s00332.jpg,1.076713287,0.248198445,0.731111315,1.995525083,0.161875593,0.246725583,7.110860104,0.103055013
p1s00333.jpg,2.441315991,0.195998112,0.560781339,2.104547772,0.176442492,0.243226326,7.726978172,0.09351237
p1s00334.jpg,1.983021056,0.275641391,0.810650825,2.445584054,0.197922243,0.194779016,6.849875669,0.094957682
p1s00335.jpg,1.810592986,0.197867334,0.666322636,1.917708088,0.179824239,0.246219338,7.581576703,0.083125
p1s00336.jpg,2.866761851,0.282231425,0.797866805,1.99157861,0.206070216,0.228828507,7.08491215,0.079064128
p1s00337.jpg,2.113562359,0.278660289,0.586179917,1.373170627,0.203594872,0.244163722,7.784936125,0.175867513
p1s00338.jpg,0.573721883,0.237271468,0.598558938,1.344505222,0.185828597,0.223253271,7.625993311,0.134366862
p1s00339.jpg,-2.104106914,0.241495858,0.743593188,2.040716163,0.178411299,0.258431508,7.320210998,0.080830078
p1s00340.jpg,0.785867082,0.29770372,0.751682726,1.433849388,0.197050055,0.200192774,7.291570217,0.105527344
p1s00341.jpg,1.935596298,0.269696075,0.67750023,1.694073849,0.199130012,0.264323798,7.540241508,0.130486654
p1s00342.jpg,1.592584673,0.291797491,0.563370775,1.340269974,0.218334565,0.253527706,7.768185919,0.129724935
p1s00343.jpg,1.742968032,0.278138216,0.663505796,1.569863709,0.226495431,0.252662621,7.539490867,0.135865885
p1s00344.jpg,1.632306364,0.327083059,0.610068844,1.751240447,0.205997286,0.294434726,7.795071332,0.125084635
p1s00345.jpg,-0.148996086,0.191263574,0.565027701,2.274540291,0.177479969,0.157952975,7.10558112,0.087835286
p1s00346.jpg,1.509711809,0.246764117,0.479113575,1.371922246,0.190103494,0.19381297,7.334068004,0.119261068
p1s00347.jpg,-2.883794127,0.295336539,0.510628689,0.584292688,0.13201639,0.236054939,7.356246013,0.085885417
p1s00348.jpg,-2.756472154,0.339276188,0.6050559,0.624772224,0.143899788,0.234557455,7.555716439,0.077752279
p1s00349.jpg,-2.486459797,0.217790313,0.588717435,2.486545213,0.175571713,0.217084842,7.589862512,0.095953776
p1s00350.jpg,1.011108156,0.292296938,0.4525054,0.989248275,0.192340339,0.220693912,7.630240462,0.126386719
p1s00351.jpg,-2.867531687,0.295382668,0.509486162,0.617120471,0.145930299,0.253002736,7.614273389,0.106757813
p1s00352.jpg,-2.494865715,0.381150396,0.532307394,1.063779674,0.221941495,0.266523697,7.659738813,0.095758464
p1s00353.jpg,-1.119791403,0.18307416,0.47310575,2.159393299,0.148973086,0.172765243,7.261363757,0.115758464
p1s00354.jpg,0.401845727,0.280441063,0.383984247,0.700737293,0.173518222,0.151385731,7.040465684,0.133466797
p1s00355.jpg,0.410436866,0.128548646,0.375127949,1.194632943,0.137390436,0.145457744,6.925879523,0.109296875
p1s00356.jpg,0.205085978,0.178214267,0.448309398,1.343975855,0.151473758,0.189212178,7.355020564,0.106728516
p1s00357.jpg,-1.847833197,0.107663162,0.582156544,1.673911711,0.109709368,0.195930827,7.385159463,0.093076172
p1s00358.jpg,0.350053344,0.153004707,0.47353845,1.391173497,0.144099279,0.204283156,7.427466243,0.108538411
p1s00359.jpg,0.886607793,0.130098666,0.595562819,1.556842207,0.110101462,0.202418842,7.482642613,0.079641927
p1s00360.jpg,0.54247567,0.167444977,0.430860371,1.280476492,0.138299882,0.177047932,7.36746376,0.100595703
p1s00361.jpg,1.550831874,0.087961858,0.587688649,1.913494469,0.090308908,0.249118573,7.404577386,0.103720703
p1s00362.jpg,0.78517493,0.22429122,0.474684002,0.63808371,0.150829568,0.163924335,7.163705337,0.094140625
p1s00363.jpg,1.144053558,0.113066984,0.489984132,1.164476948,0.124634677,0.244728936,7.157465788,0.102164714
p1s00364.jpg,1.306345778,0.148207048,0.490570836,1.23642505,0.136437876,0.192735334,7.281957227,0.112296549
p1s00365.jpg,0.591762183,0.236887132,0.601351652,2.015658996,0.136089844,0.236161353,7.477513466,0.120209961
p1s00366.jpg,1.749041213,0.307264536,0.587412786,1.977221583,0.219396141,0.229395792,7.428903037,0.096070964
p1s00367.jpg,1.01748957,0.26323499,0.63902945,2.065553724,0.181509799,0.205476036,7.195665589,0.104108073
p1s00368.jpg,2.711940672,0.284496626,0.597942479,2.442194117,0.205664218,0.259721391,7.675675493,0.103422852
p1s00369.jpg,0.991105518,0.087056545,0.613425743,2.038068612,0.089976366,0.228040481,7.349624791,0.10108724
p1s00370.jpg,0.118120552,0.190256871,0.453716567,1.289689428,0.193806894,0.19813407,7.472530121,0.105613607
p1s00371.jpg,1.245093544,0.212764763,0.568864558,1.732989776,0.136161322,0.266314108,7.65567197,0.095183919
p1s00372.jpg,1.252034321,0.270214791,0.557050871,1.425130627,0.22371998,0.254201615,7.62766369,0.115491536
p1s00373.jpg,1.281510285,0.274913511,0.363662607,0.637886865,0.172116101,0.127988319,6.875359395,0.130366211
p1s00374.jpg,0.907419563,0.236889634,0.451785207,0.900329918,0.188779385,0.18685584,7.195555272,0.122473958
p1s00375.jpg,0.249607167,0.175829777,0.47422346,1.119532462,0.124500682,0.178686203,7.465031863,0.106735026
p1s00376.jpg,1.023230801,0.147186542,0.523124592,1.306910522,0.109763968,0.188563504,7.283617114,0.083740234
p1s00377.jpg,0.688510395,0.292369838,0.520091937,1.232666948,0.227303713,0.230087003,7.588847354,0.156529948
p1s00378.jpg,0.669866961,0.301368128,0.441684704,0.695966909,0.216024923,0.21206122,7.383337614,0.13890625
p1s00379.jpg,-2.514821918,0.106555442,0.530444253,1.946248737,0.115287945,0.220542031,7.566052115,0.123875326
p1s00380.jpg,2.983811989,0.113592677,0.517196921,1.837370018,0.124286667,0.215969824,7.423205674,0.088873698
p1s00381.jpg,-0.839057024,0.122114055,0.563756434,2.606759012,0.118752291,0.205669804,7.584370199,0.084480794
p1s00382.jpg,0.665088602,0.155115683,0.530724009,1.531130354,0.121369742,0.200633684,7.570893737,0.13105957
p1s00383.jpg,1.346255883,0.115459057,0.58263931,1.697817515,0.129279734,0.212294161,7.266961554,0.105232747
p1s00384.jpg,0.954315609,0.241533032,0.44407284,0.853857325,0.146312105,0.186381133,7.369178916,0.113920898
p1s00385.jpg,0.817768419,0.187802941,0.504652574,1.598231551,0.199822067,0.266064833,7.642189679,0.112524414
p1s00386.jpg,0.828053593,0.302048436,0.461134664,0.916471435,0.249984305,0.251577955,7.694041485,0.128564453
p1s00387.jpg,1.274806362,0.145058626,0.663094695,1.946060784,0.147342247,0.239293785,7.235331756,0.085354818
p1s00388.jpg,1.304277709,0.210535512,0.48945347,1.424077793,0.204993353,0.271901932,7.816924788,0.123898112
p1s00389.jpg,2.370162832,0.114772941,0.561660373,1.359825897,0.120984922,0.232042588,7.490344235,0.098177083
p1s00390.jpg,2.23684087,0.171960753,0.565745264,1.665467869,0.154020895,0.202783664,7.497367184,0.097714844
p1s00391.jpg,-2.705916953,0.192510004,0.610693653,1.03991281,0.120457226,0.221789023,7.242848397,0.091038411
p1s00392.jpg,-2.224087538,0.189452242,0.598239634,1.598308838,0.126963001,0.211682763,7.529566297,0.098841146
p1s00393.jpg,3.038120598,0.281370515,0.640814351,2.682456092,0.200290418,0.234511754,7.487888617,0.112374674
p1s00394.jpg,0.802546157,0.356186513,0.587890229,1.057148735,0.224289503,0.205954959,7.558219947,0.147226563
p1s00395.jpg,-2.328899232,0.261359001,0.664505796,1.931280888,0.200601431,0.242548679,7.496735972,0.109894206
p1s00396.jpg,1.265236625,0.378792017,0.682508042,1.722687401,0.270329813,0.224489153,7.622313826,0.114586589
p1s00397.jpg,1.756088725,0.233312002,0.749496081,1.773320062,0.152908099,0.221490119,7.340790102,0.092530924
p1s00398.jpg,0.800005878,0.301812048,0.620410565,1.164069457,0.179642259,0.250850983,7.630112839,0.114920247
p1s00399.jpg,1.78563307,0.173939496,0.744818219,2.395459609,0.124656803,0.235090736,7.495445926,0.08422526
p1s00400.jpg,0.667753455,0.303371715,0.648008502,0.939921277,0.199188373,0.248988391,7.614645601,0.113650716
p1s00401.jpg,2.005076934,0.275338822,0.436617277,1.612903615,0.214183236,0.268177624,7.839778192,0.143413086
p1s00402.jpg,1.094870844,0.260743918,0.730996579,1.868712953,0.151591091,0.194679137,6.9720982,0.084995117
p1s00403.jpg,1.214543081,0.304400975,0.612461486,1.3784588,0.221475188,0.267800121,7.699396761,0.088554688
p1s00404.jpg,0.752325861,0.245005085,0.75820384,1.751633481,0.147495267,0.174335164,6.917189535,0.090073242
p1s00405.jpg,0.604110341,0.155640679,0.728296237,0.916839802,0.110003744,0.197467051,7.441092136,0.099098307
p1s00406.jpg,-0.947991269,0.241959046,0.538097478,1.560432277,0.165971296,0.283782369,7.587080571,0.084244792
p1s00407.jpg,1.265303506,0.306853994,0.592402803,1.698972132,0.173165553,0.238415896,7.601909761,0.110021159
p1s00408.jpg,0.551246525,0.25220424,0.482790275,1.067866963,0.17684355,0.232877402,7.084066502,0.114536133
p1s00409.jpg,1.565573058,0.133309987,0.68046515,1.718442123,0.151433266,0.223701703,7.45204896,0.093540039
p1s00410.jpg,1.057575204,0.256072914,0.50186817,0.971321078,0.219661256,0.214461522,7.686972492,0.125227865
p1s00411.jpg,1.571095116,0.243231857,0.514008349,1.135315712,0.231819177,0.2186982,7.464367496,0.108168945
p1s00412.jpg,1.513185651,0.133756015,0.661158484,1.468890956,0.142664301,0.226264309,7.541393417,0.089539388
p1s00413.jpg,1.601219905,0.311697587,0.471119102,1.372552138,0.212081326,0.212185739,7.537389626,0.122107747
p1s00414.jpg,0.94450371,0.158208276,0.538829312,1.944317837,0.143032159,0.215881835,7.643520854,0.103447266
p1s00415.jpg,1.044724704,0.296630616,0.524241115,1.008820315,0.211181083,0.192692617,7.410513262,0.110397135
p1s00416.jpg,1.255542209,0.285227089,0.424611673,0.824951786,0.216345573,0.188114668,7.332758962,0.121691081
p1s00417.jpg,2.209121385,0.297706976,0.701130221,1.912548503,0.227446921,0.196087206,7.299379729,0.08264974
p1s00418.jpg,-0.734666651,0.267690058,0.640163731,2.19301446,0.209096324,0.250117082,7.73625863,0.092509766
p1s00419.jpg,0.5367272,0.196142199,0.596623583,2.10025892,0.183735782,0.199136782,7.522807723,0.09655599
p1s00420.jpg,1.462669546,0.150511825,0.54633895,1.92542413,0.146144849,0.20605197,7.5687202,0.100092773
p1s00421.jpg,0.966222118,0.199946959,0.594572559,1.159730211,0.159705192,0.240955389,7.351489371,0.091105143
p1s00422.jpg,1.560374365,0.318038564,0.443237745,1.065389876,0.237230986,0.198085577,7.27773954,0.122127279
p1s00423.jpg,1.08222617,0.177525634,0.545453163,1.335762609,0.161209396,0.253336124,7.448972253,0.109008789
p1s00424.jpg,1.346213817,0.238357881,0.396006421,0.813560767,0.180852047,0.14912008,7.155227781,0.122286784
p1s00425.jpg,0.851553926,0.300631187,0.446027612,0.816886754,0.195432279,0.194132756,7.422267077,0.122423503
p1s00426.jpg,0.704904375,0.238644917,0.522739149,1.06230046,0.181265762,0.224535611,7.344099611,0.095216471
p1s00427.jpg,1.086201659,0.222513849,0.421191368,0.708495518,0.149345875,0.157406579,7.251625476,0.122366536
p1s00428.jpg,0.845492385,0.147882272,0.50426394,0.789408904,0.135075689,0.206723787,7.024199602,0.099954427
p1s00429.jpg,1.450489874,0.153231173,0.615852341,2.519705404,0.130500568,0.214543037,7.660068963,0.099075521
p1s00430.jpg,0.908482321,0.249000685,0.566861941,1.526188054,0.229094477,0.257879621,7.596353522,0.121329753
p1s00431.jpg,1.075125407,0.309937235,0.540820747,1.347187274,0.165383386,0.174002223,7.183385367,0.110458984
p1s00432.jpg,0.869905188,0.291229223,0.567122983,1.628247583,0.179854983,0.22138062,7.532813726,0.109679362
p1s00433.jpg,1.307506731,0.290483128,0.472375791,1.080898415,0.216902181,0.253905407,7.654662618,0.141551107
p1s00434.jpg,0.669232189,0.317604821,0.533541641,1.106593405,0.203642858,0.221830331,7.590735233,0.104012044
p1s00435.jpg,1.107373376,0.148399766,0.493489302,1.567773621,0.130325779,0.189297553,7.432438424,0.097247721
p1s00436.jpg,0.806262292,0.190432021,0.534256804,1.00032685,0.137377449,0.229578823,7.290040432,0.092807617
p1s00437.jpg,-2.841186259,0.226501814,0.612069853,1.680337268,0.125779869,0.275025249,7.681589569,0.097879232
p1s00438.jpg,2.033559699,0.279941654,0.606269761,2.445947384,0.192798809,0.199501403,7.408630233,0.085908203
p1s00439.jpg,-2.34098004,0.220084451,0.616036956,1.603014633,0.115685746,0.274060512,7.714110802,0.092438151
p1s00440.jpg,1.725276747,0.305456365,0.617696832,1.999707615,0.210332539,0.211811609,7.568248981,0.097532552
p1s00441.jpg,0.585520979,0.267139859,0.591969401,1.490656686,0.204721917,0.243695297,7.684966199,0.111269531
p1s00442.jpg,0.197557663,0.171115972,0.670317759,2.297283685,0.107964871,0.264982636,7.571941562,0.095354818
p1s00443.jpg,1.030389769,0.116157569,0.573532144,1.548601142,0.126896494,0.224885102,7.400798219,0.083235677
p1s00444.jpg,0.712439081,0.155772628,0.480935126,0.903109316,0.110114642,0.164813737,7.245040109,0.114744466
p1s00445.jpg,1.921624802,0.200506927,0.545470971,2.216339801,0.215251228,0.210851899,7.554108979,0.094817708
p1s00446.jpg,1.022141884,0.155640966,0.568260659,1.706942796,0.172814334,0.224846829,7.687481427,0.081502279
p1s00447.jpg,-0.72773606,0.206208236,0.612017757,2.117178779,0.130525276,0.208641447,7.390871921,0.082299805
p1s00448.jpg,-0.092603697,0.250376218,0.536511208,1.553545918,0.180541817,0.232304178,7.672532152,0.117651367
p1s00449.jpg,1.846582816,0.09811552,0.488855469,1.35465817,0.09158268,0.155608994,7.237566521,0.084555664
p1s00450.jpg,2.885890016,0.14696659,0.464549798,2.022477519,0.112067637,0.207351431,7.306832007,0.09257487
p1s00451.jpg,2.315868008,0.117793845,0.464119932,1.507538473,0.092995572,0.170755333,7.353045089,0.088097331
p1s00452.jpg,2.798491162,0.135355102,0.4601328,1.733159671,0.123054386,0.201380538,7.396780528,0.099272461
p1s00453.jpg,1.122279609,0.124457034,0.591634166,1.836082074,0.123199613,0.247112786,7.362296172,0.09129069
p1s00454.jpg,0.679986394,0.175372281,0.485720358,1.102962181,0.12297421,0.181737974,7.333069661,0.082763672
p1s00455.jpg,1.069083575,0.120868875,0.648451134,1.827266746,0.135584857,0.24945331,7.408710171,0.09211263
p1s00456.jpg,0.566596814,0.20533565,0.468409799,1.017575318,0.14047484,0.171509563,7.170896915,0.086764323
p1s00457.jpg,0.174066892,0.223074918,0.611830499,1.908644046,0.148370821,0.246220957,7.42311076,0.10058431
p1s00458.jpg,1.462384932,0.338953536,0.617346724,1.854902725,0.192863868,0.208054117,7.532905638,0.107176107
p1s00459.jpg,-2.672240744,0.307778435,0.475153633,1.151620502,0.18486283,0.207257293,7.20210329,0.089485677
p1s00460.jpg,0.746774094,0.365008149,0.577909658,1.163762231,0.186196554,0.176372191,7.142130085,0.11789388
p1s00461.jpg,2.35910096,0.069961898,0.634020004,1.753494545,0.081338619,0.242372254,7.497680659,0.082130534
p1s00462.jpg,1.913843816,0.087566612,0.579568538,1.655579489,0.084007486,0.197096279,7.520860829,0.089495443
p1s00463.jpg,1.568833967,0.324312367,0.585129085,1.36007963,0.197603258,0.226906322,7.648290708,0.130133464
p1s00464.jpg,1.507557689,0.193714974,0.576196908,2.215289115,0.137868136,0.244688335,7.62400382,0.099568685
p1s00465.jpg,1.83238491,0.238170948,0.586478567,1.657184986,0.149901776,0.251468979,7.60250013,0.121409505
p1s00466.jpg,1.805611493,0.262926936,0.369963414,1.121545094,0.207326381,0.166042656,7.005056372,0.127867839
p1s00467.jpg,2.022355803,0.234094728,0.602583244,1.990324345,0.157123192,0.257293104,7.564835426,0.1003125
p1s00468.jpg,1.002411636,0.220830491,0.34977488,1.184281552,0.141327086,0.11837418,6.77714879,0.134651693
p1s00469.jpg,1.035859339,0.122895335,0.520894123,1.136211607,0.120929865,0.200584267,7.379190177,0.091114909
p1s00470.jpg,0.800993011,0.203570434,0.461391046,1.303428753,0.176534751,0.183710931,7.375313082,0.107926432
p1s00471.jpg,0.920984797,0.134870143,0.560009115,1.225492418,0.146379764,0.215557956,7.533410963,0.092537435
p1s00472.jpg,0.804481288,0.202051648,0.541879659,1.027910514,0.154105382,0.195364564,7.550304973,0.097360026
p1s00473.jpg,-2.001387743,0.187410253,0.518185317,2.13528172,0.089795959,0.250415452,7.556469417,0.097722982
p1s00474.jpg,0.977978687,0.3140095,0.48046935,0.987767779,0.203940577,0.215548444,7.597778713,0.139567057
p1s00475.jpg,-1.608561159,0.184641167,0.578703572,2.362686623,0.113317522,0.274217927,7.573794901,0.101632487
p1s00476.jpg,0.655657671,0.297172894,0.555043441,0.708230241,0.169409122,0.209267549,7.598903764,0.129801432
p1s00477.jpg,1.738147337,0.230012387,0.544218622,1.975289336,0.148582811,0.278566903,7.676251846,0.114090169
p1s00478.jpg,0.926303125,0.265829465,0.555535973,1.051204044,0.190401734,0.247295209,7.707834849,0.132755534
p1s00479.jpg,0.474100337,0.25425511,0.427815398,0.841854917,0.175813735,0.162877208,7.209665257,0.11464681
